ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN,new_temp,new_DHI,new_DNI,2018_NYC_Data_DHI,2018_NYC_Data_DNI,2018_NYC_Data_Temperature
10177,1,New York,0,24688.0511,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10172,1,New York,0,79589.1001,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10171,1,New York,0,23525.08592,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10270,1,New York,0,31255.80043,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10104,1,New York,0,89721.85255,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10271,1,New York,0,49236.8772,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10110,1,New York,0,21249.06352,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10175,1,New York,0,18685.39453,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10151,1,New York,0,21380.26838,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10173,1,New York,0,25689.42059,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10178,1,New York,0,51303.03763,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10121,1,New York,0,115104.7993,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10123,1,New York,0,16138.53697,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10106,1,New York,0,31052.55279,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10158,1,New York,0,35395.77014,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10041,1,New York,0,162236.6469,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10120,1,New York,0,35179.27222,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10278,1,New York,0,206705.9952,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10155,1,New York,0,24784.68854,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10043,1,New York,0,38262.36481,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10081,1,New York,0,30240.50545,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10096,1,New York,0,42106.11469,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10196,1,New York,0,32502.44033,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10196,1,New York,0,3154.824973,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10275,1,New York,0,48280.415,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10265,1,New York,0,17229.15496,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10045,1,New York,0,47808.98541,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10047,1,New York,0,10149.77968,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10047,1,New York,0,10149.77968,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10080,1,New York,0,77111.44771,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10203,1,New York,0,37226.88358,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10259,1,New York,0,21064.31295,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10260,1,New York,0,52514.73508,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10285,1,New York,0,67350.38896,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10286,1,New York,0,11264.41238,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10035,0,New York,34884,23494871.46,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
11371,0,Flushing,0,30558474.91,NY,Queens,36,81,http://www.usps.com/,0,0,,,,,,
11361,0,Bayside,28496,50163518.24,NY,Queens,36,81,http://www.usps.com/,0,0,11.556,60.517,165,60.51736644,165.0442874,11.5561281
10036,0,New York,23543,11395110.51,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
11414,0,Howard Beach,26148,63928824.72,NY,Queens,36,81,http://www.usps.com/,0,0,11.941,61.164,161,61.16432038,160.908,11.94112898
10310,0,Staten Island,25003,53463275,NY,Richmond,36,85,http://www.usps.com/,0,0,11.573,63.089,154,63.08861927,154.337213,11.57300358
11693,0,Far Rockaway,11052,3497515.78,NY,Kings,36,47,http://www.usps.com/,0,0,12.132,60.853,159,60.8526135,159.0753803,12.1320477
11249,0,Brooklyn,28481,17772206.17,NY,Kings,36,47,http://www.usps.com/,0,0,,,,,,
10162,1,New York,0,21034.88692,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10119,1,New York,0,126392.9735,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
